tweet_id	labels

1365068660398845963	[{'type': 'Organization', 'start_index': 0, 'end_index': 1, 'value': '@ssm6236', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 1, 'end_index': 2, 'value': '@CBCOttawa', 'sentiment': 'Neutral'}]

1431024209661149185	[]

1411891486757736448	[{'type': 'Symptom', 'start_index': 35, 'end_index': 36, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 37, 'end_index': 39, 'value': 'body aches', 'sentiment': 'null'}]

1372907616221937671	[{'type': 'Disease', 'start_index': 6, 'end_index': 7, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Person', 'start_index': 19, 'end_index': 20, 'value': 'Tenpenny', 'sentiment': 'Negative'}]

1275280436789379080	[{'type': 'Symptom', 'start_index': 6, 'end_index': 8, 'value': 'feels unwell', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 11, 'end_index': 13, 'value': 'has pain', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 49, 'end_index': 50, 'value': 'dehydration', 'sentiment': 'null'}]

1294421544123478016	[{'type': 'Drug', 'start_index': 13, 'end_index': 14, 'value': 'Luciferase', 'sentiment': 'Neutral'}, {'type': 'Vaccine-related', 'start_index': 16, 'end_index': 19, 'value': 'vaccine for covid', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 30, 'end_index': 32, 'value': 'Bill Gates', 'sentiment': 'Neutral'}]

1372231556815814658	[{'type': 'Location', 'start_index': 20, 'end_index': 22, 'value': 'the Brussels', 'sentiment': 'null'}, {'type': 'Organization', 'start_index': 25, 'end_index': 27, 'value': 'Eu un', 'sentiment': 'Negative'}, {'type': 'Disease', 'start_index': 50, 'end_index': 51, 'value': 'cold', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 51, 'end_index': 52, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 52, 'end_index': 53, 'value': 'pneumonia', 'sentiment': 'null'}]

1406301152925343748	[{'type': 'Symptom', 'start_index': 22, 'end_index': 23, 'value': 'vomit', 'sentiment': 'null'}]

1417304726346117122	[{'type': 'Symptom', 'start_index': 3, 'end_index': 5, 'value': 'throat pain', 'sentiment': 'null'}]

1404496387279101953	[{'type': 'Disease', 'start_index': 28, 'end_index': 29, 'value': 'FLU', 'sentiment': 'null'}]

1419758918381801476	[{'type': 'Disease', 'start_index': 5, 'end_index': 6, 'value': 'Flu', 'sentiment': 'null'}, {'type': 'Vaccine-related', 'start_index': 34, 'end_index': 37, 'value': 'vaccinated against COVID', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 43, 'end_index': 47, 'value': 'the Israeli Health Ministry', 'sentiment': 'Neutral'}]

1432642713787138048	[{'type': 'Disease', 'start_index': 7, 'end_index': 8, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 21, 'end_index': 27, 'value': 'not to be able to breathe', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 62, 'end_index': 63, 'value': 'flu', 'sentiment': 'null'}]

1376695124202291205	[{'type': 'Disease', 'start_index': 28, 'end_index': 30, 'value': 'hepatitis A', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 31, 'end_index': 33, 'value': 'typhoid fever', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 34, 'end_index': 36, 'value': 'yellow fever', 'sentiment': 'null'}]

1404435370247348224	[]

1299670253031620608	[{'type': 'Person', 'start_index': 0, 'end_index': 1, 'value': 'Trump', 'sentiment': 'Negative'}, {'type': 'Location', 'start_index': 27, 'end_index': 28, 'value': 'US', 'sentiment': 'null'}]

1302265438026502146	[{'type': 'Symptom', 'start_index': 7, 'end_index': 12, 'value': 'lost my smell and taste', 'sentiment': 'null'}]

1247054697237635073	[]

1345515149512216578	[{'type': 'Symptom', 'start_index': 21, 'end_index': 22, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 24, 'end_index': 26, 'value': 'issues breathing', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 29, 'end_index': 30, 'value': 'insomnia', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 31, 'end_index': 33, 'value': 'difficulty breathing', 'sentiment': 'null'}]

1359771803393003521	[{'type': 'Symptom', 'start_index': 23, 'end_index': 24, 'value': 'vomiting', 'sentiment': 'null'}]

1254183558874365952	[{'type': 'Symptom', 'start_index': 20, 'end_index': 21, 'value': 'sneezed', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 22, 'end_index': 23, 'value': 'snotted', 'sentiment': 'null'}]

1302884833459404802	[{'type': 'Drug', 'start_index': 39, 'end_index': 40, 'value': 'Tecovirimat', 'sentiment': 'Neutral'}]

1365235402324340744	[{'type': 'Vaccine-related', 'start_index': 7, 'end_index': 9, 'value': 'Covid vaccine', 'sentiment': 'Neutral'}]

1390508478624505862	[{'type': 'Organization', 'start_index': 13, 'end_index': 14, 'value': '@FoxNews', 'sentiment': 'Negative'}, {'type': 'Vaccine-related', 'start_index': 28, 'end_index': 32, 'value': 'Covid - 19 vaccine', 'sentiment': 'Negative'}]

1427142340565618693	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'fatigue', 'sentiment': 'null'}]

1365318494078787593	[{'type': 'Organization', 'start_index': 8, 'end_index': 9, 'value': 'Google', 'sentiment': 'Neutral'}, {'type': 'Drug', 'start_index': 55, 'end_index': 56, 'value': 'Hydroxychloroquine', 'sentiment': 'Positive'}]

1291264018527555586	[]

1428097923779342346	[{'type': 'Organization', 'start_index': 1, 'end_index': 3, 'value': 'NBC News', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 6, 'end_index': 7, 'value': 'Biden', 'sentiment': 'Neutral'}]

1310239217289695236	[]

1375243638704275458	[{'type': 'Person', 'start_index': 1, 'end_index': 2, 'value': 'Trump', 'sentiment': 'Negative'}]

1441241928771653635	[{'type': 'Location', 'start_index': 1, 'end_index': 2, 'value': '@USA', 'sentiment': 'null'}, {'type': 'Organization', 'start_index': 5, 'end_index': 6, 'value': 'TWITCH', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 7, 'end_index': 8, 'value': 'DW', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 8, 'end_index': 9, 'value': 'UN', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 10, 'end_index': 11, 'value': 'USA', 'sentiment': 'null'}, {'type': 'Vaccine-related', 'start_index': 29, 'end_index': 30, 'value': 'MMR', 'sentiment': 'Neutral'}, {'type': 'Vaccine-related', 'start_index': 30, 'end_index': 32, 'value': 'PNEUMONIA VACCINE', 'sentiment': 'Neutral'}]

1272645056474877956	[{'type': 'Person', 'start_index': 2, 'end_index': 4, 'value': 'Andrew Young', 'sentiment': 'Negative'}]

1367923458336784384	[{'type': 'Disease', 'start_index': 53, 'end_index': 54, 'value': 'Pneumonia', 'sentiment': 'null'}]

1421750732496252930	[{'type': 'Symptom', 'start_index': 21, 'end_index': 22, 'value': 'coughing', 'sentiment': 'null'}]

1379786822142791684	[{'type': 'Person', 'start_index': 23, 'end_index': 24, 'value': 'Jeremy', 'sentiment': 'Negative'}, {'type': 'Person', 'start_index': 53, 'end_index': 54, 'value': 'JC', 'sentiment': 'Positive'}]

1416445856786567172	"[{'type': 'Drug', 'start_index': 30, 'end_index': 32, 'value': 'sleep meds', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 37, 'end_index': 41, 'value': ""couldn ' t walk"", 'sentiment': 'null'}]"

1350658033827897347	[{'type': 'Organization', 'start_index': 0, 'end_index': 1, 'value': '@LGCanada', 'sentiment': 'Negative'}, {'type': 'Organization', 'start_index': 7, 'end_index': 8, 'value': '@CraveTVHelp', 'sentiment': 'Positive'}, {'type': 'Organization', 'start_index': 24, 'end_index': 25, 'value': '@Samsung', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 35, 'end_index': 36, 'value': 'crave', 'sentiment': 'Positive'}]

1414624783719964677	[{'type': 'Person', 'start_index': 0, 'end_index': 1, 'value': '@SueSuezep', 'sentiment': 'Neutral'}]

1326923825058025472	[{'type': 'Location', 'start_index': 10, 'end_index': 11, 'value': 'Wisconsin', 'sentiment': 'null'}]

1315516603677601792	[{'type': 'Organization', 'start_index': 34, 'end_index': 36, 'value': 'the who', 'sentiment': 'Neutral'}]

1367300108858007558	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'sneeze', 'sentiment': 'null'}]

1358797294070554628	[{'type': 'Disease', 'start_index': 12, 'end_index': 13, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 29, 'end_index': 30, 'value': 'pneumonia', 'sentiment': 'null'}]

1323370945072009217	[{'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'cough', 'sentiment': 'null'}]

1433636359491751936	[{'type': 'Symptom', 'start_index': 3, 'end_index': 10, 'value': 'lose my sense of taste and smell', 'sentiment': 'null'}]

1332714016230215687	[{'type': 'Location', 'start_index': 3, 'end_index': 4, 'value': 'Memphis', 'sentiment': 'null'}]

1429476953128636424	[]

1380473098336632839	[{'type': 'Person', 'start_index': 4, 'end_index': 5, 'value': 'Merkel', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 11, 'end_index': 13, 'value': 'German states', 'sentiment': 'null'}]

1388865919485575170	[{'type': 'Location', 'start_index': 12, 'end_index': 14, 'value': 'Thumbay Hospital', 'sentiment': 'null'}, {'type': 'Person', 'start_index': 17, 'end_index': 18, 'value': '@osama00656157', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 19, 'end_index': 20, 'value': '@WeAreHyderabad', 'sentiment': 'Neutral'}]

1346131364626751488	[{'type': 'Drug', 'start_index': 49, 'end_index': 50, 'value': 'antidepressants', 'sentiment': 'Negative'}]

1409218092522086403	[{'type': 'Symptom', 'start_index': 13, 'end_index': 15, 'value': 'crusher headaches', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 16, 'end_index': 18, 'value': 'hand tremors', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 19, 'end_index': 21, 'value': 'memory loss', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 22, 'end_index': 24, 'value': 'brain fog', 'sentiment': 'null'}]

1371620320805855232	[]

1403258494539730947	[{'type': 'Symptom', 'start_index': 14, 'end_index': 16, 'value': 'feel crap', 'sentiment': 'null'}, {'type': 'Drug', 'start_index': 21, 'end_index': 22, 'value': 'paracetamol', 'sentiment': 'Positive'}, {'type': 'Disease', 'start_index': 45, 'end_index': 46, 'value': 'cold', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 47, 'end_index': 49, 'value': 'flu symptoms', 'sentiment': 'null'}]

1387575730247110658	[{'type': 'Vaccine-related', 'start_index': 1, 'end_index': 3, 'value': 'Trump vaccine', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 4, 'end_index': 6, 'value': 'the China', 'sentiment': 'null'}]

1263977344563179520	[]

1322997061231517697	[{'type': 'Symptom', 'start_index': 13, 'end_index': 17, 'value': 'head pains and heavyness', 'sentiment': 'null'}]

1390023959047987211	[{'type': 'Symptom', 'start_index': 35, 'end_index': 37, 'value': 'blood clotting', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 43, 'end_index': 44, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 49, 'end_index': 52, 'value': 'drop in spO2', 'sentiment': 'null'}]

1425304354903441418	[{'type': 'Organization', 'start_index': 6, 'end_index': 9, 'value': 'Matruchaya Nursing Home', 'sentiment': 'Neutral'}, {'type': 'Vaccine-related', 'start_index': 11, 'end_index': 12, 'value': 'COVISHIELD', 'sentiment': 'Neutral'}]

1429638798657339396	"[{'type': 'Person', 'start_index': 3, 'end_index': 4, 'value': 'Ali', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 11, 'end_index': 13, 'value': 'throwing up', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 17, 'end_index': 18, 'value': 'dehydrated', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 20, 'end_index': 26, 'value': ""can ' t keep anything down"", 'sentiment': 'null'}]"

1277747370227372032	[]

1406269935794458626	[{'type': 'Person', 'start_index': 19, 'end_index': 20, 'value': 'BJ', 'sentiment': 'Negative'}]

1234584228144152576	[{'type': 'Drug', 'start_index': 17, 'end_index': 18, 'value': 'antibiotics', 'sentiment': 'Neutral'}]

1325098561009152002	[{'type': 'Symptom', 'start_index': 16, 'end_index': 17, 'value': 'fatigue', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 26, 'end_index': 27, 'value': 'fatigue', 'sentiment': 'null'}]

1331246681082490888	[{'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'sneeze', 'sentiment': 'null'}]

1431282820387938309	[{'type': 'Drug', 'start_index': 24, 'end_index': 25, 'value': 'ivermectin', 'sentiment': 'Negative'}]

1441148471759671302	[{'type': 'Vaccine-related', 'start_index': 8, 'end_index': 10, 'value': 'covid vaccine', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 22, 'end_index': 24, 'value': 'arm soreness', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 30, 'end_index': 31, 'value': 'lethargy', 'sentiment': 'null'}]

1352155460955238400	[{'type': 'Symptom', 'start_index': 9, 'end_index': 10, 'value': 'bedwetting', 'sentiment': 'null'}, {'type': 'Organization', 'start_index': 40, 'end_index': 41, 'value': 'SAGE', 'sentiment': 'Neutral'}]

1442738429452689408	[{'type': 'Symptom', 'start_index': 9, 'end_index': 10, 'value': 'dizzy', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 15, 'end_index': 16, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 24, 'end_index': 25, 'value': 'FEVER', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 25, 'end_index': 26, 'value': 'FEVER', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 26, 'end_index': 27, 'value': 'FEVER', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 27, 'end_index': 28, 'value': 'FEVER', 'sentiment': 'null'}]

1277381091108614144	[{'type': 'Symptom', 'start_index': 1, 'end_index': 2, 'value': 'Cough', 'sentiment': 'null'}]

1359510295090253824	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 14, 'end_index': 16, 'value': 'flu symptoms', 'sentiment': 'null'}]

1295846199807836167	[{'type': 'Disease', 'start_index': 11, 'end_index': 12, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 13, 'end_index': 14, 'value': 'flu', 'sentiment': 'null'}]

1333800535124709381	[{'type': 'Disease', 'start_index': 2, 'end_index': 3, 'value': 'Flu', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 4, 'end_index': 5, 'value': 'sneezing', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 8, 'end_index': 9, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 15, 'end_index': 16, 'value': 'flu', 'sentiment': 'null'}]

1396105422252163074	[{'type': 'Vaccine-related', 'start_index': 17, 'end_index': 19, 'value': 'covid vaccines', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 34, 'end_index': 35, 'value': 'hypoxic', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 39, 'end_index': 40, 'value': 'sick', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 41, 'end_index': 42, 'value': 'bedridden', 'sentiment': 'null'}]

1316294926657818624	[{'type': 'Person', 'start_index': 0, 'end_index': 1, 'value': '@andywburrows', 'sentiment': 'Neutral'}]

1325467049737510916	[{'type': 'Person', 'start_index': 4, 'end_index': 5, 'value': 'Jackie', 'sentiment': 'Positive'}, {'type': 'Symptom', 'start_index': 35, 'end_index': 36, 'value': 'coughing', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 37, 'end_index': 39, 'value': 'eyes running', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 41, 'end_index': 42, 'value': 'fainting', 'sentiment': 'null'}]

1305150250139746308	[{'type': 'Organization', 'start_index': 58, 'end_index': 59, 'value': 'Johnson', 'sentiment': 'Neutral'}]

1358749572223414273	[{'type': 'Symptom', 'start_index': 26, 'end_index': 27, 'value': 'Fever', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 28, 'end_index': 29, 'value': 'FEVER', 'sentiment': 'null'}]

1279679750286565378	[]

1321405510000746498	[{'type': 'Disease', 'start_index': 26, 'end_index': 28, 'value': 'heart disease', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 29, 'end_index': 30, 'value': 'diabetes', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 49, 'end_index': 50, 'value': 'AIDS', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 54, 'end_index': 55, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 61, 'end_index': 62, 'value': 'Alzheimer', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 67, 'end_index': 68, 'value': 'SIDS', 'sentiment': 'null'}]

1401160197092122626	[{'type': 'Symptom', 'start_index': 19, 'end_index': 20, 'value': 'sniffles', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 27, 'end_index': 28, 'value': 'cold', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 31, 'end_index': 32, 'value': 'coughing', 'sentiment': 'null'}]

1340498717049122824	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'nauseous', 'sentiment': 'null'}]

1321094408884887560	[{'type': 'Person', 'start_index': 4, 'end_index': 5, 'value': 'Biden', 'sentiment': 'Positive'}]

1440829195785883649	[{'type': 'Location', 'start_index': 6, 'end_index': 7, 'value': 'Brooks', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 9, 'end_index': 10, 'value': 'RSV', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 12, 'end_index': 14, 'value': 'ear infections', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 15, 'end_index': 17, 'value': 'viral rash', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 20, 'end_index': 21, 'value': 'cold', 'sentiment': 'null'}]

1285656962076680193	[{'type': 'Drug', 'start_index': 30, 'end_index': 32, 'value': 'vitamin D', 'sentiment': 'Neutral'}]

1338551667415941120	[]

1414888976780079124	[{'type': 'Vaccine-related', 'start_index': 29, 'end_index': 32, 'value': 'vaccinated against SARS', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 44, 'end_index': 45, 'value': 'Trump', 'sentiment': 'Positive'}]

1251708985784201216	[{'type': 'Symptom', 'start_index': 2, 'end_index': 5, 'value': 'loss of taste', 'sentiment': 'null'}]

1437799540367765510	[{'type': 'Vaccine-related', 'start_index': 1, 'end_index': 4, 'value': 'senior flu shot', 'sentiment': 'Negative'}, {'type': 'Vaccine-related', 'start_index': 10, 'end_index': 12, 'value': 'Covid shots', 'sentiment': 'Neutral'}, {'type': 'Drug', 'start_index': 20, 'end_index': 21, 'value': 'vicodin', 'sentiment': 'Neutral'}]

1280104358009548800	[]

1271094843406761985	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'vertigo', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 35, 'end_index': 36, 'value': 'vertigo', 'sentiment': 'null'}]

1321494381854031872	[{'type': 'Disease', 'start_index': 5, 'end_index': 6, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'hypothermia', 'sentiment': 'null'}]

1385733741398659072	[]

1315514242628382720	[{'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 9, 'end_index': 10, 'value': 'cold', 'sentiment': 'null'}]

1300858316919377926	[{'type': 'Vaccine-related', 'start_index': 17, 'end_index': 19, 'value': 'covid vaccine', 'sentiment': 'Positive'}]

1329674371405811714	[{'type': 'Person', 'start_index': 3, 'end_index': 5, 'value': 'RUDY G', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 10, 'end_index': 11, 'value': 'FEVER', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'SWEATING', 'sentiment': 'null'}]

1386072922763182081	[{'type': 'Location', 'start_index': 0, 'end_index': 1, 'value': 'Antarctica', 'sentiment': 'null'}, {'type': 'Vaccine-related', 'start_index': 5, 'end_index': 8, 'value': 'Corona Virus vaccine', 'sentiment': 'Neutral'}]

1362229096206376966	[{'type': 'Person', 'start_index': 3, 'end_index': 4, 'value': 'Bamba', 'sentiment': 'Neutral'}]

1325766921808121858	[{'type': 'Symptom', 'start_index': 14, 'end_index': 20, 'value': 'no sense of smell and taste', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 25, 'end_index': 26, 'value': 'influenza', 'sentiment': 'null'}]

1323480078777425920	[{'type': 'Location', 'start_index': 22, 'end_index': 23, 'value': 'Bicol', 'sentiment': 'null'}, {'type': 'Organization', 'start_index': 28, 'end_index': 31, 'value': 'ABS - CBN', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 37, 'end_index': 38, 'value': 'Bicolanos', 'sentiment': 'null'}]

1335393049439064066	[{'type': 'Person', 'start_index': 7, 'end_index': 9, 'value': 'Guy Fieri', 'sentiment': 'Positive'}]

1317240196971352066	[{'type': 'Symptom', 'start_index': 15, 'end_index': 16, 'value': 'cough', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 17, 'end_index': 18, 'value': 'sneeze', 'sentiment': 'null'}]

1421129035892109316	[{'type': 'Organization', 'start_index': 5, 'end_index': 7, 'value': 'the CDC', 'sentiment': 'Neutral'}]

1267432861650628608	[]

1298426557959229440	[]

1334896117037682688	[{'type': 'Symptom', 'start_index': 19, 'end_index': 21, 'value': 'throwing up', 'sentiment': 'null'}]

1261216025296670722	[{'type': 'Location', 'start_index': 23, 'end_index': 24, 'value': 'Germany', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 42, 'end_index': 43, 'value': 'cancer', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 44, 'end_index': 45, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 55, 'end_index': 56, 'value': 'flu', 'sentiment': 'null'}]

1351982270685569028	[{'type': 'Symptom', 'start_index': 3, 'end_index': 4, 'value': 'SICK', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 17, 'end_index': 18, 'value': 'DIARRHEA', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 20, 'end_index': 22, 'value': 'THROWN UP', 'sentiment': 'null'}]

1434034034691108865	[{'type': 'Symptom', 'start_index': 32, 'end_index': 33, 'value': 'cough', 'sentiment': 'null'}]

1265789663526125574	[]

1349072775810576384	[{'type': 'Organization', 'start_index': 1, 'end_index': 2, 'value': 'Republicans', 'sentiment': 'Negative'}, {'type': 'Organization', 'start_index': 10, 'end_index': 14, 'value': 'The Department of Injustice', 'sentiment': 'Negative'}]

1408037883609587716	[{'type': 'Symptom', 'start_index': 17, 'end_index': 18, 'value': 'sneeze', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 21, 'end_index': 23, 'value': 'hay fever', 'sentiment': 'null'}]

1340125878685216771	[{'type': 'Location', 'start_index': 8, 'end_index': 9, 'value': 'Niagara', 'sentiment': 'null'}]

1250134462987481088	[{'type': 'Location', 'start_index': 28, 'end_index': 30, 'value': 'the USA', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 52, 'end_index': 53, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 54, 'end_index': 55, 'value': 'flu', 'sentiment': 'null'}]

1337928448275255298	[{'type': 'Location', 'start_index': 9, 'end_index': 10, 'value': 'Vegas', 'sentiment': 'null'}, {'type': 'Person', 'start_index': 12, 'end_index': 13, 'value': 'Eddie', 'sentiment': 'Negative'}, {'type': 'Symptom', 'start_index': 13, 'end_index': 14, 'value': 'sneezed', 'sentiment': 'null'}]

1354464609000857600	[{'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'cough', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 10, 'end_index': 12, 'value': 'common cold', 'sentiment': 'null'}]

1400707419668422656	[{'type': 'Location', 'start_index': 12, 'end_index': 16, 'value': 'westcliff , southend bound', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 31, 'end_index': 32, 'value': 'coughing', 'sentiment': 'null'}]

1317027508248772608	[{'type': 'Symptom', 'start_index': 9, 'end_index': 10, 'value': 'fever', 'sentiment': 'null'}]

1325281382415953920	[]

1304595881866547213	[{'type': 'Disease', 'start_index': 7, 'end_index': 8, 'value': 'cold', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 10, 'end_index': 11, 'value': 'coughing', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'sniffling', 'sentiment': 'null'}]

1327308069789970433	[]

1355534083787526145	[{'type': 'Organization', 'start_index': 9, 'end_index': 10, 'value': 'Aldi', 'sentiment': 'Negative'}, {'type': 'Symptom', 'start_index': 31, 'end_index': 32, 'value': 'coughing', 'sentiment': 'null'}]

1316290011688562689	[{'type': 'Person', 'start_index': 14, 'end_index': 15, 'value': 'Trump', 'sentiment': 'Negative'}]

1323231517573816321	[]

1313533136588898304	[{'type': 'Symptom', 'start_index': 23, 'end_index': 24, 'value': 'fever', 'sentiment': 'null'}]

1241736221983997966	[{'type': 'Location', 'start_index': 0, 'end_index': 2, 'value': 'West Nile', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 16, 'end_index': 18, 'value': 'Rocky mountain', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 19, 'end_index': 20, 'value': 'fever', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 24, 'end_index': 26, 'value': 'Hong Kong', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 26, 'end_index': 27, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 34, 'end_index': 35, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 40, 'end_index': 42, 'value': 'Spanish flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 47, 'end_index': 49, 'value': 'Russian flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 52, 'end_index': 54, 'value': 'Antonine plague', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 55, 'end_index': 56, 'value': 'Greece', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 64, 'end_index': 66, 'value': 'yellow fever', 'sentiment': 'null'}]

1431745584310878210	[{'type': 'Person', 'start_index': 16, 'end_index': 18, 'value': 'Gavin tryna', 'sentiment': 'Positive'}]

1378201180841504772	[]

1337905179614572544	[{'type': 'Symptom', 'start_index': 2, 'end_index': 3, 'value': 'coughing', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 10, 'end_index': 11, 'value': 'allergies', 'sentiment': 'null'}]

1333551884284563457	[{'type': 'Vaccine-related', 'start_index': 1, 'end_index': 3, 'value': 'Covid shot', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 6, 'end_index': 7, 'value': 'Surrey', 'sentiment': 'null'}]

1398647119880376326	[]

